Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_000712655.1,5,13,18,LysK 1 2011,2.86312,JOPW01,75,3050,2889
GCA_000712665.1,5,13,18,LysK 2 2011,2.86363,JOPX01,73,3049,2876
GCA_000712675.1,5,13,18,1101-1 2011,2.86179,JOPY01,71,3045,2873
GCA_000712685.1,5,13,18,1101-2 2011,2.87116,JOPZ01,56,3031,2870
GCA_000712735.1,5,13,18,Lyso 2 2010,2.89743,JOPN01,75,3094,2913
GCA_000712745.1,5,13,18,1801-1 2011,2.85956,JOQA01,74,3039,2890
GCA_000712755.1,5,13,18,LysK 1 2010,2.84117,JOPO01,47,3030,2874
GCA_000712765.1,5,13,18,LysK 2 2010,2.84152,JOPP01,74,3022,2854
GCA_000712815.1,5,12,17,1101-1 2010,2.84298,JOPQ01,63,3025,2861
GCA_000712825.1,5,13,18,Lyso 1 2010,2.86281,JOPM01,88,3009,2871
GCA_000712835.1,5,13,18,1101-2 2010,2.84624,JOPR01,54,3034,2867
GCA_000712845.1,5,12,17,1801-2 2011,2.86354,JOQB01,77,3063,2890
GCA_000712895.1,5,13,18,1801-1 2010,2.91123,JOPS01,157,2932,2769
GCA_000712905.1,5,13,18,1801-2 2010,2.86337,JOPT01,60,3060,2890
GCA_000731195.1,11,10,21,MRSA_E1,2.84074,CBYC01,180,2965,2802
GCA_000731215.1,11,11,22,MRSA_P11,2.83282,CBZE01,118,2948,2797
GCA_000731235.1,11,10,21,MRSA_P7,2.80834,CBZA01,101,2905,2778
GCA_000731255.1,11,14,25,MRSA_P3,2.8175,CBYU01,203,2983,2773
GCA_000731275.1,11,10,21,MRSA_P1,2.84074,CBYW01,180,2965,2802
GCA_000731335.1,11,11,22,MRSA_P13,2.84486,CBZF01,119,2960,2827
GCA_000731375.1,11,10,21,MRSA_P5,2.80968,CBYZ01,99,2934,2782
GCA_000731395.1,11,10,21,MRSA_S3,2.8134,CBZJ01,113,2916,2785
GCA_000731415.1,11,12,23,MRSA_P4,2.81217,CBYV01,176,2935,2760
GCA_000731435.1,12,11,23,MRSA_P14,2.81362,CBZG01,108,2933,2780
GCA_000731475.1,11,10,21,MRSA_P12,2.84371,CBZD01,170,2966,2811
GCA_000731495.1,11,11,22,MRSA_P9,2.83719,CBZC01,95,2940,2808
GCA_000731515.1,11,11,22,MRSA_P10,2.81303,CBZB01,131,2917,2779
GCA_000731535.1,11,10,21,MRSA_P8,2.81318,CBYY01,119,2907,2783
GCA_000731555.1,11,10,21,MRSA_S2,2.92642,CBZI01,262,3060,2885
GCA_000731575.1,11,10,21,MRSA_P2,2.81576,CBYT01,139,2924,2768
GCA_000731595.1,11,10,21,MRSA_P6,2.8154,CBYX01,111,2926,2795
GCA_000732805.1,8,13,21,CUHK_BJ2002,2.8894,AZMY01,89,3038,2901
GCA_000732815.1,9,14,23,CUHK_BJ2007,2.84231,AZMX01,81,2963,2826
GCA_000732825.1,9,13,22,CUHK_HK1997,3.00848,AZJQ01,125,3196,3050
GCA_000732835.1,9,14,23,CUHK_HK2007,2.99787,AZMZ01,81,3156,3008
GCA_000734845.1,1,10,11,CO-06,2.89206,AJKC01,62,3072,2880
GCA_000739205.1,27,14,41,NGS-ED-1006,2.80842,JPWO01,11,2915,2732
GCA_000747275.1,10,12,22,327,2.85436,JQGQ01,107,3019,2857
GCA_000751255.1,37,16,53,NA,2.7484,CCEL01,35,2748,2601
GCA_000751515.1,37,15,52,NA,2.78371,CCEH01,58,2784,2593
GCA_000751875.1,37,16,53,NA,2.80552,CCEK01,47,2801,2628
GCA_000763455.1,11,15,26,337,2.76339,JQIZ01,95,2884,2725
GCA_000784385.1,10,13,23,MRSA_PR1,2.76255,ANPO01,25,2866,2737
GCA_000787025.1,8,12,20,346,3.01458,JQNU01,168,3173,3022
GCA_000801255.1,11,11,22,MRSA_S1,2.8001,CBZH01,131,2903,2758
GCA_000824985.1,23,15,38,SAU060112,2.67531,CCXN01,17,2745,2595
GCA_000827155.1,24,16,40,K12PJN53,2.88011,JSYA01,44,3003,2791
GCA_000830555.1,5,14,19,MRSA_CVM43477,2.7568,JANQ01,197,2935,2670
GCA_000831635.1,15,12,27,PB1-1,2.81024,JXOA01,273,2968,2727
GCA_000831765.1,15,16,31,PB1-15-1,2.81102,JXRX01,427,3103,2716
GCA_000831775.1,15,15,30,PB1-15-2,2.80402,JXRY01,288,2990,2726
GCA_000831785.1,14,19,33,PB3-1,2.84217,JXRZ01,454,3055,2726
GCA_000831845.1,14,17,31,PB3-74,2.84333,JXSE01,358,3001,2740
GCA_000831855.1,14,15,29,PB3-32-2,2.84245,JXSC01,306,2977,2747
GCA_000831865.1,14,19,33,PB3-72,2.83972,JXSD01,452,3045,2719
GCA_000831885.1,14,15,29,PB3-32-1,2.8396,JXSB01,495,3077,2721
GCA_000831925.1,14,20,34,RB4,2.82358,JXSG01,880,3248,2648
GCA_000831965.1,15,14,29,RB1,2.855,JXSF01,306,3080,2771
GCA_000877835.1,22,15,37,FRI137,2.81102,JXHX01,74,2935,2733
GCA_000877845.1,4,12,16,CCM5757,2.91499,JXHU01,163,3071,2937
GCA_000877855.1,22,16,38,A900624,2.7702,JXHT01,82,2852,2682
GCA_000877865.1,12,15,27,SA-085,2.74537,JXIF01,196,2906,2702
GCA_000877915.1,26,14,40,SA-260,2.92411,JXIB01,142,3081,2869
GCA_000877925.1,12,15,27,SA-083,2.79232,JXIE01,98,2923,2763
GCA_000877955.1,4,13,17,SA-210,2.77776,JXIH01,114,2871,2753
GCA_000877975.1,12,14,26,DSM 799,2.79866,JXHV01,95,2903,2739
GCA_000877985.1,6,15,21,FRI1151m,2.7401,JXHW01,81,2825,2691
GCA_000878015.1,12,15,27,SA-006,2.78533,JXHY01,80,2867,2680
GCA_000878025.1,25,16,41,SA-022,2.82883,JXHZ01,75,2949,2766
GCA_000878035.1,4,13,17,SA-038,2.81776,JXIA01,91,2910,2777
GCA_000878055.1,13,14,27,SA-047,2.74156,JXIC01,89,2850,2673
GCA_000878095.1,11,14,25,SA-067,2.85211,JXID01,203,2982,2808
GCA_000878105.1,12,14,26,SA-120,3.01221,JXIG01,630,2919,2729
GCA_000932275.1,12,14,26,P151,2.8838,JYFO01,66,3000,2864
GCA_000934285.1,11,14,25,K12S0375,2.8891,JYGF01,31,3018,2816
GCA_000949555.1,16,20,36,75,2.65063,JZIO01,26,2758,2514
GCA_000949565.1,11,14,25,9,2.6995,JZIN01,31,2766,2598
GCA_000949575.1,16,22,38,110,2.66031,JZIP01,25,2765,2525
GCA_000949585.1,16,20,36,112,2.64656,JZIQ01,29,2751,2508
GCA_000974385.1,7,12,19,OC3,2.92956,BBKC01,144,3091,2936
GCA_000981055.1,18,18,36,sp17,2.68471,LBCS01,10,2750,2570
GCA_000981205.1,20,16,36,Mq2T,2.91236,LAKI01,200,3036,2835
GCA_000982105.1,3,13,16,MRSN 8611,2.84107,LBIJ01,52,2983,2830
GCA_000982135.1,1,13,14,MRSN 8613,2.85098,LBII01,42,3004,2856
GCA_000982185.1,1,10,11,MRSN 2761,2.85253,LBIF01,27,2981,2839
GCA_000982735.1,11,12,23,BSAR58,2.78642,CHEJ01,31,2845,2711
GCA_000982775.1,0,10,10,USFL094,2.87654,CHKO01,53,3025,2896
GCA_000982855.1,24,12,36,APS210,2.90647,JXUD01,83,3068,2874
GCA_000982925.1,24,13,37,APS211,2.90531,JXUV01,72,3053,2874
GCA_001018635.2,7,13,20,FDAARGOS_3,2.92936,JXZH02,8,3082,2893
GCA_001018715.2,6,13,19,FDAARGOS_11,2.77705,JXZO02,14,2890,2725
GCA_001018795.2,6,11,17,FDAARGOS_18,2.90247,JXZV02,4,3022,2849
GCA_001018875.2,9,11,20,FDAARGOS_22,2.98475,JXZZ02,4,3165,2992
GCA_001018885.2,6,13,19,FDAARGOS_23,2.82801,JYAA02,2,2990,2834
GCA_001018905.2,9,11,20,FDAARGOS_26,2.82593,JYAD02,3,2929,2758
GCA_001018955.2,6,13,19,FDAARGOS_28,2.82762,JYAF02,2,2988,2838
GCA_001018965.2,23,16,39,FDAARGOS_29,2.9221,JYAG02,2,3049,2855
GCA_001019015.2,7,14,21,FDAARGOS_31,2.80263,JYAI02,5,2917,2742
GCA_001019035.2,10,11,21,FDAARGOS_34,2.8328,JYAL02,1,2947,2781
GCA_001019045.2,9,13,22,FDAARGOS_36,2.83389,JYAN02,4,2958,2770
GCA_001019055.2,9,11,20,FDAARGOS_38,2.84445,JYAP02,5,2962,2790
GCA_001019065.2,10,12,22,FDAARGOS_37,3.0124,JYAO02,7,3140,2951
GCA_001019135.2,9,13,22,FDAARGOS_41,3.02707,JYAS02,6,3215,3029
GCA_001019175.2,24,12,36,FDAARGOS_45,2.93881,JYAW02,15,3033,2817
GCA_001019195.2,3,13,16,FDAARGOS_49,3.03869,JYBA02,13,3230,3037
GCA_001019215.2,9,11,20,FDAARGOS_50,2.92877,JYBB02,4,3097,2907
GCA_001019295.2,3,11,14,FDAARGOS_8,3.00401,JXZL02,11,3169,2966
GCA_001019335.2,7,14,21,FDAARGOS_13,2.83662,JXZQ02,3,2994,2847
GCA_001019355.2,13,16,29,FDAARGOS_16,2.7438,JXZT02,3,2821,2647
GCA_001019375.2,11,14,25,FDAARGOS_17,2.79055,JXZU02,10,2861,2657
GCA_001019455.2,24,14,38,FDAARGOS_32,2.88357,JYAJ02,9,2984,2785
GCA_001019475.2,7,14,21,FDAARGOS_33,2.73851,JYAK02,3,2830,2667
GCA_001019555.1,7,14,21,NA,NA,NA,NA,NA,NA
GCA_001019565.2,3,10,13,FDAARGOS_46,2.97643,JYAX02,2,3148,2983
GCA_001026765.1,22,15,37,B6,2.83042,LDIT01,71,2991,2739
GCA_001045595.1,9,14,23,#42S,2.76647,JTFJ01,86,2882,2718
GCA_001045625.1,23,15,38,51S,2.70863,JSAJ01,62,2787,2646
GCA_001045715.1,2,15,17,C679,2.85598,LALF01,297,3040,2856
GCA_001045725.1,2,17,19,E1470,2.81596,LALC01,675,3049,2781
GCA_001045745.1,1,13,14,M120,2.96158,LALO01,341,3073,2948
GCA_001045775.1,1,12,13,HUV03,2.87037,LALS01,415,3017,2844
GCA_001045805.1,1,13,14,C123,2.87301,LALV01,206,3007,2862
GCA_001045835.1,1,15,16,C1667,2.85769,LALA01,460,3029,2837
GCA_001045855.1,3,19,22,C1675,2.87796,LALD01,604,3089,2899
GCA_001045865.1,1,13,14,E396,2.87116,LALB01,152,3010,2879
GCA_001045895.1,5,22,27,C1058,2.83102,LALE01,532,3028,2820
GCA_001045905.1,2,17,19,C186,2.86768,LALG01,401,3012,2848
GCA_001045935.1,1,13,14,C329,2.87449,LALH01,239,3003,2877
GCA_001045955.1,1,11,12,E404,2.86373,LALI01,169,3000,2868
GCA_001045975.1,2,12,14,M109,2.95521,LALM01,318,3058,2946
GCA_001046015.1,1,13,14,CA17,2.91749,LALP01,158,3076,2958
GCA_001046055.1,2,12,14,CA14,2.83405,LALR01,323,2923,2792
GCA_001046075.1,1,17,18,C2403,2.8593,LALW01,192,3005,2864
GCA_001046105.1,0,13,13,C1407,2.88144,LALY01,282,3073,2895
GCA_001046135.1,0,16,16,C1440,2.92761,LALZ01,414,3125,2950
GCA_001046145.1,0,12,12,15-Jul,2.93057,LAMD01,216,3106,2960
GCA_001046175.1,0,11,11,C2701,2.86932,LAMG01,152,2998,2871
GCA_001046195.1,0,14,14,C1396,2.88531,LAMH01,215,3019,2866
GCA_001046215.1,1,13,14,C2304,2.95522,LAMJ01,220,3107,2964
GCA_001046235.1,1,12,13,C1543,2.88343,LAMK01,120,3039,2900
GCA_001046255.1,1,12,13,HUV01,2.85494,LALK01,150,2972,2862
GCA_001046265.1,2,13,15,HUV07,2.86615,LALL01,161,2970,2865
GCA_001046295.1,1,11,12,C2485,2.91025,LAML01,111,3076,2951
GCA_001046315.1,6,15,21,PE001,2.81419,LAMN01,119,2957,2820
GCA_001046335.1,3,13,16,PE009,2.94733,LAMO01,683,2892,2760
GCA_001046345.1,2,16,18,99-48,2.84363,LAMS01,87,2971,2846
GCA_001046375.1,2,13,15,C1768,2.79521,LAMT01,93,2899,2778
GCA_001046395.1,2,12,14,19-Jan,2.85121,LAMU01,248,2996,2848
GCA_001046405.1,1,13,14,C1378,2.89723,LAMA01,232,3043,2885
GCA_001046435.1,1,12,13,C1979,2.89209,LAMB01,165,3033,2906
GCA_001046445.1,0,11,11,C1762,2.88436,LAMC01,182,3040,2885
GCA_001046475.1,0,12,12,Jan-41,2.96368,LAME01,237,3105,2971
GCA_001046485.1,1,16,17,C2191,2.85616,LAMF01,431,3021,2839
GCA_001046505.1,0,14,14,C1427,2.87106,LAMI01,309,3042,2869
GCA_001046535.1,1,11,12,C1504,2.92914,LAMM01,221,3093,2948
GCA_001046555.1,3,15,18,99-06,2.84981,LAMP01,111,2990,2853
GCA_001046575.1,2,12,14,C1782,2.84625,LAMQ01,193,2968,2833
GCA_001046585.1,1,12,13,C1410,2.85864,LAMR01,214,2984,2854
GCA_001046615.1,2,16,18,C1555,2.83964,LAMV01,323,3010,2844
GCA_001047755.1,5,15,20,M170,2.96467,CVRW01,134,3115,2954
GCA_001047795.1,0,10,10,USFL004,2.9207,CVRA01,54,3090,2960
GCA_001047815.1,1,11,12,USFL003,2.85086,CVQU01,43,2971,2838
GCA_001047835.1,0,10,10,USFL005,2.9257,CVQT01,43,3100,2968
GCA_001047855.1,0,10,10,USFL001,2.89831,CVQS01,39,3044,2918
GCA_001047875.1,0,10,10,USFL002,2.86725,CVQR01,33,3006,2883
GCA_001049575.1,23,13,36,AH1,2.9212,CVOQ01,68,3007,2857
GCA_001049595.1,10,14,24,AH2,2.85427,CVOS01,71,2992,2836
GCA_001049615.1,10,14,24,AH3,2.78182,CVOR01,70,2886,2741
GCA_001049635.1,10,14,24,SH1,2.84591,CVOW01,73,2993,2840
GCA_001049655.1,10,14,24,SH2,2.85658,CVOX01,75,3028,2852
GCA_001049675.1,10,14,24,SH1,2.84591,CVOT01,73,2993,2840
GCA_001049695.1,10,14,24,SH2,2.85658,CVOV01,75,3028,2852
GCA_001049715.1,50,15,65,SH3,2.83587,CVOP01,21,2848,2682
GCA_001051265.1,83,51,134,BMSA 1,2.83858,LFXB01,87,2834,2729
GCA_001060095.1,4,17,21,1033_SAUR,2.71083,JWFK01,208,2805,2702
GCA_001060125.1,25,15,40,103_SAUR,2.81542,JWFO01,149,2964,2799
GCA_001060225.1,4,14,18,1071_SAUR,2.73292,JWEA01,127,2842,2733
GCA_001060265.1,12,15,27,1095_SAUR,2.82366,JWDD01,161,2967,2838
GCA_001060415.1,13,14,27,1158_SAUR,2.7109,JWAY01,108,2792,2678
GCA_001060575.1,0,11,11,1214_SAUR,2.86747,JVYN01,157,3011,2887
GCA_001060665.1,13,14,27,1245_SAUR,2.70915,JVXF01,117,2797,2678
GCA_001060905.1,4,14,18,1075_SAUR,2.77493,JWDW01,162,2906,2788
GCA_001060915.1,4,14,18,1074_SAUR,2.73198,JWDX01,148,2841,2732
GCA_001060955.1,4,14,18,1076_SAUR,2.77492,JWDV01,174,2914,2787
GCA_001060975.1,4,14,18,1077_SAUR,2.77497,JWDU01,164,2914,2791
GCA_001060985.1,13,14,27,1099_SAUR,2.75062,JWCZ01,129,2857,2740
GCA_001060995.1,12,15,27,1089_SAUR,2.76779,JWDJ01,125,2890,2773
GCA_001061035.1,12,15,27,1120_SAUR,2.82379,JWCL01,164,2969,2840
GCA_001061075.1,5,14,19,1139.rep2_SAUR,2.73589,JWBS01,144,2842,2727
GCA_001061135.1,13,14,27,1181_SAUR,2.71141,JVZZ01,85,2793,2684
GCA_001061235.1,0,11,11,1215_SAUR,2.86543,JVYM01,152,3015,2891
GCA_001061355.1,25,14,39,1257_SAUR,2.79538,JVWS01,127,2896,2736
GCA_001061525.1,8,13,21,1315_SAUR,2.7845,JVUC01,280,2864,2715
GCA_001061735.1,11,16,27,1016_SAUR,2.82803,JWGE01,203,2936,2802
GCA_001061855.1,4,14,18,1078_SAUR,2.77506,JWDT01,167,2910,2785
GCA_001061935.1,12,14,26,1091_SAUR,2.78572,JWDG01,162,2884,2753
GCA_001061955.1,12,15,27,1096_SAUR,2.7675,JWDC01,120,2885,2769
GCA_001061965.1,11,13,24,1121_SAUR,2.83257,JWCK01,127,2962,2847
GCA_001062005.1,13,14,27,1132_SAUR,2.75035,JWCA01,116,2860,2743
GCA_001062075.1,13,14,27,1155_SAUR,2.75123,JWBB01,134,2861,2735
GCA_001062275.1,7,16,23,1195_SAUR,2.96936,JVZJ01,186,3112,2970
GCA_001062355.1,0,11,11,1227_SAUR,2.8653,JVXZ01,162,3010,2885
GCA_001062475.1,25,14,39,1258_SAUR,2.79594,JVWR01,135,2899,2739
GCA_001062555.1,25,14,39,1264_SAUR,2.80352,JVWK01,120,2902,2739
GCA_001063675.1,11,13,24,55_SAUR,2.71606,JVCO01,58,2779,2678
GCA_001064795.1,13,14,27,394_SAUR,2.77139,JVIV01,87,2867,2733
GCA_001065015.1,6,14,20,46_SAUR,2.75347,JVGF01,69,2851,2744
GCA_001065315.1,0,10,10,519_SAUR,2.88156,JVDX01,118,3038,2930
GCA_001065435.1,12,12,24,561_SAUR,2.82509,JVCB01,60,2953,2822
GCA_001065445.1,26,17,43,571_SAUR,2.88821,JVBP01,98,3020,2854
GCA_001065895.1,5,14,19,674_SAUR,2.77043,JUXQ01,162,2899,2774
GCA_001066025.1,4,17,21,717_SAUR,2.76294,JUVW01,303,2901,2766
GCA_001066815.1,9,16,25,669_SAUR,2.84495,JUXU01,322,2947,2818
GCA_001066875.1,11,14,25,676_SAUR,2.81547,JUXO01,158,2941,2812
GCA_001066905.1,11,14,25,693_SAUR,2.8117,JUWV01,178,2935,2806
GCA_001067055.1,4,14,18,714_SAUR,2.78617,JUVZ01,171,2927,2803
GCA_001067705.1,0,11,11,950_SAUR,2.89796,JUMI01,175,3062,2933
GCA_001067735.1,10,13,23,975_SAUR,2.75975,JULK01,134,2846,2692
GCA_001068125.1,13,14,27,922_SAUR,2.79727,JUNM01,168,2920,2786
GCA_001068155.1,0,11,11,937_SAUR,2.85328,JUMW01,176,2992,2860
GCA_001068235.1,9,12,21,954_SAUR,2.87789,JUME01,141,2998,2861
GCA_001068255.1,0,11,11,955_SAUR,2.89646,JUMD01,168,3058,2932
GCA_001068315.1,14,15,29,976_SAUR,2.74218,JULJ01,135,2844,2700
GCA_001076165.1,9,13,22,1321_SAUR,2.78822,JVTU01,68,2851,2712
GCA_001086885.1,3,10,13,E4278,2.90978,CPJW01,17,3091,2929
GCA_001091885.1,3,10,13,E4278,2.90412,CPJQ01,20,3060,2926
GCA_001113025.1,3,10,13,E2125,2.95228,CPJV01,25,3151,2994
GCA_001113685.1,3,10,13,E4278,2.90627,CPJO01,21,3091,2928
GCA_001120725.1,3,10,13,E4278,2.90619,CPJY01,16,3088,2930
GCA_001120905.1,3,10,13,E4278,2.905,CPJS01,22,3092,2924
GCA_001126325.1,3,10,13,E2125,2.9533,CPJM01,27,3155,2990
GCA_001130185.1,3,10,13,E4278,2.9046,CPJL01,18,3084,2924
GCA_001133445.1,3,10,13,E4278,2.90506,CPJZ01,20,3090,2929
GCA_001138445.1,3,10,13,E2125,2.95146,CPKD01,27,3148,2990
GCA_001141805.1,3,10,13,E2125,2.9509,CPJT01,26,3145,2988
GCA_001143805.1,3,10,13,E2125,2.95044,CPJX01,23,3145,2988
GCA_001148525.1,3,10,13,E4278,2.90496,CPJU01,20,3090,2927
GCA_001150145.1,3,10,13,E4278,2.90418,CPJN01,15,3089,2929
GCA_001150365.1,3,10,13,E4278,2.90876,CPJP01,19,3060,2929
GCA_001151145.1,3,10,13,E4278,2.90816,CPJR01,19,3065,2930
GCA_001164545.1,3,10,13,E4278,2.91162,CPKA01,21,3094,2931
GCA_001167985.1,3,10,13,E2125,2.95316,CPKB01,23,3151,2992
GCA_001184285.1,16,20,36,NA,NA,NA,NA,NA,NA
GCA_001184325.1,14,18,32,NA,NA,NA,NA,NA,NA
GCA_001184335.1,5,11,16,NA,NA,NA,NA,NA,NA
GCA_001184345.1,12,14,26,NA,NA,NA,NA,NA,NA
GCA_001191695.1,5,14,19,USFL046,2.80124,CSDP01,58,2933,2775
GCA_001191855.1,14,11,25,BSAR159_2,2.81678,CSMI01,49,2902,2769
GCA_001192035.1,5,14,19,USFL253,2.80287,CSJT01,29,2930,2815
GCA_001192175.1,15,12,27,BSAR191_2,2.77608,CSMM01,36,2842,2693
GCA_001192235.1,0,10,10,USFL033,2.88039,CSGX01,42,3024,2893
GCA_001192495.1,0,10,10,USFL151,2.89568,CSGJ01,35,3068,2940
GCA_001192715.1,0,11,11,USFL315,2.87819,CSGW01,33,3029,2900
GCA_001192755.1,0,10,10,USFL015,2.93075,CSFR01,58,3101,2964
GCA_001192775.1,0,10,10,USFL142,2.87964,CSGD01,26,3047,2893
GCA_001192855.1,0,10,10,USFL086,2.88086,CSIT01,66,3044,2898
GCA_001192915.1,0,10,10,USFL257,2.93735,CSJF01,32,3100,2974
GCA_001192955.1,7,12,19,USFL190,2.83552,CSHX01,34,2978,2855
GCA_001193115.1,6,12,18,USFL123,2.77827,CSEJ01,27,2905,2789
GCA_001193135.1,0,10,10,USFL021,2.90115,CSFN01,66,3050,2911
GCA_001193255.1,0,10,10,USFL196,2.87744,CSBM01,32,3023,2891
GCA_001193355.1,16,12,28,BSAR205,2.75855,CSOM01,31,2823,2685
GCA_001193715.1,0,10,10,USFL018,2.88144,CSIQ01,46,3027,2895
GCA_001193795.1,0,10,10,USFL276,2.88038,CSEW01,28,3029,2906
GCA_001193975.1,11,12,23,BSAR136_2,2.79443,CSBJ01,17,2883,2718
GCA_001194165.1,0,10,10,USFL301,2.89831,CSHY01,37,3040,2910
GCA_001194245.1,0,10,10,USFL130,2.86961,CSBO01,36,3044,2888
GCA_001194265.1,0,11,11,USFL317,2.87709,CSCN01,34,3023,2891
GCA_001194285.1,0,10,10,USFL108,2.93202,CSET01,53,3102,2969
GCA_001194445.1,0,10,10,USFL339,2.87824,CSDE01,33,3020,2900
GCA_001194465.1,0,10,10,USFL075,2.92296,CSEL01,38,3088,2962
GCA_001194505.1,0,10,10,USFL329,2.88,CSGA01,28,3026,2895
GCA_001194545.1,0,10,10,USFL149,2.87744,CSCI01,32,3025,2896
GCA_001194585.1,2,12,14,USFL047,2.83371,CSIW01,45,2989,2849
GCA_001194705.1,1,10,11,USFL311,2.87476,CSEA01,34,3022,2899
GCA_001194725.1,15,11,26,BSAR178_2,2.82718,CSPF01,41,2921,2771
GCA_001194885.1,3,13,16,USFL051,2.87704,CSCW01,37,3049,2920
GCA_001194965.1,0,10,10,USFL159,2.87806,CSBY01,38,3020,2893
GCA_001195025.1,0,10,10,USFL284,2.92424,CSJR01,43,3098,2968
GCA_001195085.1,0,10,10,USFL099,2.92616,CSDH01,30,3094,2968
GCA_001195305.1,0,10,10,USFL198,2.86574,CSDB01,31,3010,2879
GCA_001195345.1,0,10,10,USFL205,2.9227,CSHQ01,37,3095,2956
GCA_001195485.1,4,12,16,USFL291,2.80687,CSHC01,23,2954,2810
GCA_001195585.1,2,12,14,USFL309,2.83145,CSBZ01,37,2977,2851
GCA_001195605.1,0,10,10,USFL290,2.93795,CSDZ01,56,3116,2980
GCA_001195805.1,0,10,10,FL369,2.87859,CSGL01,47,3023,2890
GCA_001195925.1,1,11,12,USFL335,2.87119,CSHV01,31,3021,2898
GCA_001195945.1,0,10,10,USFL334,2.88016,CSFW01,33,3035,2898
GCA_001196025.1,1,11,12,USFL135,2.84108,CSGI01,26,2977,2848
GCA_001196145.1,0,10,10,USFL158,2.92202,CSIL01,32,3092,2962
GCA_001196165.1,1,10,11,USFL062,2.88514,CSCP01,30,3046,2919
GCA_001196275.1,0,10,10,USFL039,2.87973,CSHU01,35,3025,2894
GCA_001196415.1,0,10,10,USFL242,2.88047,CSJJ01,29,3025,2900
GCA_001196515.1,0,10,10,USFL281,2.87679,CSCH01,26,3011,2887
GCA_001196555.1,17,12,29,BSAR858,2.7537,CSSX01,50,2823,2669
GCA_001196615.1,14,14,28,BSAR141_2,2.7523,CSBD01,24,2811,2659
GCA_001196655.1,14,11,25,BSAR176_2,2.79842,CSPO01,35,2882,2749
GCA_001196675.1,0,10,10,USFL216,2.8738,CSIO01,50,3013,2878
GCA_001196795.1,16,12,28,BSAR162_2,2.80099,CSQR01,51,2913,2710
GCA_001196815.1,0,11,11,USFL267,2.87242,CSJL01,33,3015,2891
GCA_001196895.1,0,10,10,USFL224,2.92448,CSIG01,29,3088,2961
GCA_001197175.1,0,11,11,USFL084,2.8844,CSIJ01,58,3027,2903
GCA_001197375.1,0,11,11,USFL077,2.87912,CSFG01,55,3027,2896
GCA_001197515.1,15,11,26,BSAR865,2.80953,CSOQ01,63,2913,2772
GCA_001197595.1,0,10,10,USFL059,2.92166,CSCJ01,38,3084,2955
GCA_001197715.1,14,11,25,BSAR172_2,2.80063,CSSP01,39,2885,2751
GCA_001197735.1,0,10,10,USFL255,2.88073,CSEY01,27,3024,2901
GCA_001197935.1,11,12,23,BSAR113_2,2.77119,CSBF01,22,2857,2696
GCA_001198055.1,0,10,10,USFL104,2.91947,CSEG01,50,3089,2955
GCA_001198135.1,0,10,10,USFL343,2.88151,CSDG01,31,3025,2901
GCA_001198155.1,0,10,10,USFL265,2.87751,CSEI01,30,3014,2887
GCA_001198335.1,4,12,16,USFL345,2.77617,CSCR01,30,2894,2773
GCA_001198415.1,0,10,10,USFL184,2.92609,CSCG01,50,3095,2963
GCA_001198435.1,4,12,16,USFL292,2.7949,CSII01,19,2953,2811
GCA_001198695.1,0,10,10,USFL063,2.91303,CSFH01,53,3058,2932
GCA_001198775.1,0,10,10,USFL296,2.8806,CSGQ01,29,3025,2902
GCA_001199015.1,0,10,10,USFL124,2.87616,CSGU01,43,3020,2895
GCA_001199135.1,0,10,10,USFL029,2.87973,CSBS01,51,3025,2893
GCA_001199175.1,0,10,10,USFL093,2.87681,CSHT01,43,3023,2891
GCA_001199235.1,7,13,20,USFL071,2.82266,CSHD01,40,2963,2820
GCA_001199375.1,0,10,10,USFL324,2.92062,CSIV01,34,3091,2961
GCA_001199615.1,0,10,10,USFL347,2.88003,CSGE01,29,3021,2893
GCA_001199655.1,3,13,16,USFL052,2.87872,CSIB01,45,3058,2919
GCA_001199675.1,7,12,19,USFL189,2.83949,CSEV01,36,2984,2856
GCA_001199755.1,0,10,10,USFL214,2.92642,CSDY01,48,3093,2961
GCA_001199775.1,0,10,10,USFL279,2.96719,CSBG01,34,3133,3002
GCA_001199875.1,14,12,26,BSAR77,2.77555,CSNI01,40,2861,2728
GCA_001200155.1,0,10,10,USFL053,2.88143,CSHP01,51,3027,2899
GCA_001200275.1,4,12,16,USFL246,2.82195,CSHA01,27,2964,2848
GCA_001200375.1,1,11,12,USFL193,2.83697,CSFS01,28,2948,2824
GCA_001200515.1,0,10,10,USFL325,2.87126,CSFM01,36,3016,2889
GCA_001200595.1,0,10,10,USFL319,2.92099,CSFT01,35,3087,2951
GCA_001200715.1,0,10,10,USFL088,2.85776,CSCQ01,23,3026,2875
GCA_001201135.1,0,10,10,USFL036,2.87976,CSHO01,34,3018,2898
GCA_001201255.1,0,10,10,USFL201,2.86591,CSBL01,34,3010,2881
GCA_001201455.1,0,11,11,USFL338,2.88376,CSBT01,35,3025,2902
GCA_001201555.1,0,10,10,USFL170,2.94329,CSJP01,55,3118,2978
GCA_001201695.1,0,10,10,USFL080,2.92349,CSJE01,49,3095,2964
GCA_001201715.1,1,10,11,USFL321,2.94097,CSHI01,57,3123,2986
GCA_001201795.1,14,13,27,BSAR748,2.77253,CSRY01,52,2866,2718
